meet,rcDate,rcNo,rcDist,hrNo,hrNm,jkNm,trNm,wght,hrWght,age,sex,rcTime,s1f,g3f,ordBigo,trackCond,weather,ord,winOdds,plcOdds
2,20250726,10,1600,4,뉴스타,한동훈,정해성,52.8,466.0,7,수,96.2,9.5,45.9,8-7-8,양호,비,9,0.0,0.0
2,20250726,10,1600,5,결승타,조성곤,최두환,57.1,442.0,5,수,95.6,8.3,35.3,8-3-11,양호,비,3,0.0,7.7
2,20250726,10,1600,6,퍼펙트,이승헌,오창근,54.5,504.0,5,거,95.4,13.5,48.5,11-4-5,양호,비,7,0.0,0.0
2,20250726,10,1600,7,사파이어,유현명,정해성,58.3,491.0,3,암,95.1,8.5,38.0,6-9-4,양호,비,8,0.0,0.0
2,20250726,10,1600,8,실버윙,박태종,박재형,54.5,490.0,5,암,95.9,14.0,39.1,3-2-7,양호,비,10,0.0,0.0
2,20250726,10,1600,9,백마왕,정성원,조순호,53.4,504.0,8,암,95.1,11.0,47.9,7-9-1,양호,비,2,0.0,4.7
2,20250726,10,1600,10,드래곤킹,정성원,최두환,54.5,441.0,8,암,95.3,11.8,34.0,12-1-5,양호,비,6,0.0,0.0
2,20250726,10,1600,11,챔피언쉽,이찬호,김영관,55.3,470.0,5,수,96.6,12.4,42.4,2-11-12,양호,비,12,0.0,0.0
2,20250726,10,1600,12,돌풍,최보경,정해성,56.1,458.0,7,거,96.1,9.9,34.2,11-4-2,양호,비,5,0.0,0.0
3,20250727,1,2400,1,번개호,유현명,김영관,54.6,456.0,3,수,143.8,12.9,57.3,4-4-4,양호,흐림,4,0.0,0.0
3,20250727,1,2400,2,스피드킹,최보경,오창근,53.7,487.0,4,수,142.7,21.3,65.7,8-3-2,양호,흐림,1,24.6,2.4
3,20250727,1,2400,3,뉴스타,정성원,박배진,56.3,482.0,5,수,144.5,21.2,61.2,7-8-7,양호,흐림,6,0.0,0.0
3,20250727,1,2400,4,루비스타,박찬호,조순호,57.2,462.0,4,암,144.2,19.1,62.0,2-3-5,양호,흐림,2,0.0,4.1
3,20250727,1,2400,5,행운마,김용근,오창근,55.0,478.0,4,암,144.5,19.0,60.0,1-5-8,양호,흐림,7,0.0,0.0
3,20250727,1,2400,6,탑클래스,한동훈,박배진,53.4,495.0,4,암,143.8,19.5,64.7,7-4-8,양호,흐림,3,0.0,3.2
3,20250727,1,2400,7,최강마,최보경,김동수,55.6,495.0,7,암,144.4,16.2,69.1,5-3-5,양호,흐림,5,0.0,0.0
3,20250727,1,2400,8,크리스탈,박찬호,박배진,55.1,447.0,5,거,144.8,16.0,64.1,6-4-2,양호,흐림,8,0.0,0.0
1,20250727,2,1400,1,빛나는별,박찬호,오창근,54.9,520.0,7,거,82.4,6.6,41.0,9-3-3,포슬,맑음,3,0.0,5.0
1,20250727,2,1400,2,프라이드,최보경,이재형,53.7,502.0,8,암,83.2,12.9,37.4,7-9-8,포슬,맑음,7,0.0,0.0
1,20250727,2,1400,3,명마왕,김용근,이재형,58.3,458.0,4,암,85.1,8.6,38.7,1-7-2,포슬,맑음,9,0.0,0.0
1,20250727,2,1400,4,파워블레이드,이찬호,박배진,54.9,514.0,8,암,81.7,12.1,35.8,8-9-4,포슬,맑음,2,0.0,5.1
1,20250727,2,1400,5,행운마,문세영,박재형,57.5,466.0,6,암,84.3,10.7,41.8,8-7-6,포슬,맑음,8,0.0,0.0
1,20250727,2,1400,6,결승타,장석현,정해성,55.5,485.0,3,수,82.5,6.8,34.4,3-7-8,포슬,맑음,6,0.0,0.0
1,20250727,2,1400,7,에메랴르드,한동훈,오창근,53.8,460.0,7,수,83.4,8.1,41.9,3-8-1,포슬,맑음,5,0.0,0.0
1,20250727,2,1400,8,골드러시,김태완,오창근,52.8,517.0,5,암,82.8,7.8,32.1,3-1-1,포슬,맑음,4,0.0,0.0
1,20250727,2,1400,9,루비스타,조성곤,이재형,52.6,495.0,6,수,82.4,9.5,35.3,6-3-1,포슬,맑음,1,8.6,1.4
3,20250727,3,1700,1,매직타임,유현명,박재형,58.9,513.0,4,암,102.5,13.3,44.0,7-7-12,포슬,흐림,7,0.0,0.0
3,20250727,3,1700,2,비상마,이찬호,이재형,58.0,494.0,8,수,101.7,13.4,48.1,4-4-9,포슬,흐림,10,0.0,0.0
3,20250727,3,1700,3,뉴스타,유현명,정길상,54.8,514.0,8,수,102.7,13.8,45.2,12-8-1,포슬,흐림,11,0.0,0.0
3,20250727,3,1700,4,빛나는별,문세영,김동수,53.1,488.0,7,거,100.6,10.6,43.5,5-10-7,포슬,흐림,4,0.0,0.0
3,20250727,3,1700,5,청룡,김태완,최두환,56.2,467.0,4,암,100.4,11.5,47.1,10-10-7,포슬,흐림,1,17.2,1.3
3,20250727,3,1700,6,블루문,유현명,김영관,57.6,457.0,7,수,101.9,13.7,37.1,11-8-8,포슬,흐림,8,0.0,0.0
3,20250727,3,1700,7,에이스,김민기,김동수,52.9,443.0,3,수,102.1,8.1,47.2,2-7-9,포슬,흐림,12,0.0,0.0
3,20250727,3,1700,8,썬더볼트,최보경,정해성,54.0,504.0,4,암,99.5,14.1,37.4,4-3-1,포슬,흐림,2,0.0,5.1
3,20250727,3,1700,9,행운마,조성곤,조순호,52.6,450.0,5,암,102.5,10.1,37.2,7-7-6,포슬,흐림,9,0.0,0.0
3,20250727,3,1700,10,갤럭시,박찬호,정길상,53.2,456.0,3,암,101.6,14.3,51.3,9-1-7,포슬,흐림,6,0.0,0.0
3,20250727,3,1700,11,자이언트,박태종,이재형,53.8,466.0,5,수,100.2,8.9,43.1,1-11-4,포슬,흐림,3,0.0,3.3
3,20250727,3,1700,12,무적호,박찬호,정해성,57.2,452.0,8,암,100.7,10.1,36.1,12-11-7,포슬,흐림,5,0.0,0.0
1,20250727,4,1200,1,번개호,박태종,조순호,52.1,509.0,5,거,71.0,8.5,32.9,6-2-7,불량,맑음,6,0.0,0.0
1,20250727,4,1200,2,프라이드,김태완,정해성,57.7,512.0,7,수,71.0,7.2,26.2,12-9-4,불량,맑음,5,0.0,0.0
1,20250727,4,1200,3,독수리,문세영,이재형,53.9,472.0,5,암,70.3,8.0,31.4,11-11-6,불량,맑음,4,0.0,0.0
1,20250727,4,1200,4,로얄킹,김민기,김영관,56.0,451.0,3,거,72.0,7.0,35.6,2-6-12,불량,맑음,11,0.0,0.0
1,20250727,4,1200,5,최강마,조성곤,박배진,55.5,502.0,3,암,71.7,5.7,28.0,7-6-12,불량,맑음,9,0.0,0.0
1,20250727,4,1200,6,탑클래스,이찬호,조순호,58.9,456.0,4,암,70.8,6.3,30.4,12-5-4,불량,맑음,1,20.0,3.0
1,20250727,4,1200,7,퍼펙트,이승헌,정길상,52.0,506.0,5,암,71.4,6.5,33.1,4-8-8,불량,맑음,3,0.0,7.2
1,20250727,4,1200,8,블루문,문세영,이재형,52.7,477.0,8,수,72.8,7.6,25.7,6-12-12,불량,맑음,8,0.0,0.0
1,20250727,4,1200,9,뉴스타,장석현,최두환,53.2,512.0,4,거,72.4,10.0,35.5,10-12-8,불량,맑음,10,0.0,0.0
1,20250727,4,1200,10,사파이어,유현명,정해성,56.5,508.0,5,암,71.3,7.9,27.3,10-8-6,불량,맑음,7,0.0,0.0
1,20250727,4,1200,11,결승타,문세영,김동수,56.2,479.0,8,거,71.0,6.9,33.4,4-1-12,불량,맑음,2,0.0,2.6
1,20250727,4,1200,12,에이스,유현명,정길상,56.8,498.0,7,거,72.5,6.5,28.6,4-4-12,불량,맑음,12,0.0,0.0
2,20250727,5,2000,1,레드썬더,이찬호,김동수,55.3,493.0,6,암,120.8,17.5,41.8,7-3-1,양호,흐림,9,0.0,0.0
2,20250727,5,2000,2,사파이어,이승헌,박배진,58.2,466.0,4,암,120.1,15.4,56.4,2-10-11,양호,흐림,8,0.0,0.0
2,20250727,5,2000,3,브레이브,장석현,이재형,54.9,501.0,8,수,120.5,15.3,56.5,2-9-7,양호,흐림,12,0.0,0.0
2,20250727,5,2000,4,스피드킹,정성원,정길상,57.2,442.0,7,암,119.1,17.2,55.6,1-10-11,양호,흐림,2,0.0,4.5
2,20250727,5,2000,5,프라이드,유현명,최두환,53.9,486.0,7,수,119.1,10.2,51.0,4-3-8,양호,흐림,7,0.0,0.0
2,20250727,5,2000,6,파이널킹,김민기,오창근,56.7,482.0,5,거,118.7,17.5,56.9,12-9-8,양호,흐림,4,0.0,0.0
2,20250727,5,2000,7,빛나는별,이승헌,정해성,58.0,503.0,3,수,119.3,12.5,53.6,12-7-9,양호,흐림,1,17.2,4.0
2,20250727,5,2000,8,실버윙,김용근,김영관,52.7,467.0,8,암,119.9,15.2,55.1,5-7-1,양호,흐림,10,0.0,0.0
2,20250727,5,2000,9,로얄킹,이승헌,정해성,53.4,465.0,7,거,121.3,13.1,55.2,11-2-10,양호,흐림,11,0.0,0.0
2,20250727,5,2000,10,스타라이트,장석현,이재형,53.0,468.0,3,수,119.7,17.8,48.2,12-10-12,양호,흐림,3,0.0,4.5
2,20250727,5,2000,11,매직타임,한동훈,정해성,57.6,498.0,8,수,119.7,14.5,49.6,8-6-2,양호,흐림,6,0.0,0.0
2,20250727,5,2000,12,결승타,박찬호,정해성,57.2,510.0,8,수,119.7,14.6,54.7,6-9-2,양호,흐림,5,0.0,0.0
3,20250728,6,2000,1,최강마,이찬호,박배진,53.6,471.0,7,수,120.2,14.9,55.9,6-3-1,다습,맑음,8,0.0,0.0
3,20250728,6,2000,2,블루문,장석현,김영관,56.3,445.0,6,거,119.8,17.2,50.0,2-3-7,다습,맑음,7,0.0,0.0
3,20250728,6,2000,3,뉴스타,박태종,정해성,52.8,447.0,6,수,119.8,17.8,53.1,6-4-11,다습,맑음,11,0.0,0.0
3,20250728,6,2000,4,전설마,문세영,조순호,56.4,460.0,7,암,119.2,13.8,46.2,11-7-9,다습,맑음,1,2.4,3.4
3,20250728,6,2000,5,사파이어,김용근,박배진,57.6,498.0,6,암,120.3,13.0,47.0,3-7-3,다습,맑음,6,0.0,0.0
3,20250728,6,2000,6,갤럭시,문세영,이재형,56.2,462.0,7,거,119.5,17.9,47.3,2-2-3,다습,맑음,2,0.0,7.3
3,20250728,6,2000,7,플라잉킹,정성원,이재형,54.8,508.0,7,수,120.4,10.9,55.5,8-4-10,다습,맑음,4,0.0,0.0
3,20250728,6,2000,8,매직타임,김용근,이재형,53.0,458.0,6,암,119.8,15.1,52.3,1-4-10,다습,맑음,5,0.0,0.0
3,20250728,6,2000,9,코스모스,한동훈,박재형,56.8,505.0,6,거,119.5,12.9,56.0,1-6-6,다습,맑음,3,0.0,4.3
3,20250728,6,2000,10,행운마,이승헌,정해성,57.1,502.0,7,수,120.4,10.7,48.6,3-11-5,다습,맑음,9,0.0,0.0
3,20250728,6,2000,11,브레이브,이찬호,박재형,56.5,457.0,4,수,120.8,13.8,55.0,6-8-6,다습,맑음,10,0.0,0.0
1,20250728,7,1600,1,프라이드,송재광,최두환,53.8,456.0,3,암,95.9,10.3,39.7,1-9-9,양호,흐림,4,0.0,0.0
1,20250728,7,1600,2,명마왕,김태완,김동수,52.1,486.0,5,거,96.8,8.9,49.0,5-5-2,양호,흐림,9,0.0,0.0
1,20250728,7,1600,3,로얄킹,문세영,김영관,52.1,452.0,6,암,96.5,13.3,42.5,4-6-5,양호,흐림,7,0.0,0.0
1,20250728,7,1600,4,뉴스타,장석현,최두환,53.1,514.0,3,수,95.6,8.5,41.5,9-9-7,양호,흐림,8,0.0,0.0
1,20250728,7,1600,5,광풍,최보경,최두환,56.5,457.0,4,거,95.2,12.7,45.8,4-6-8,양호,흐림,3,0.0,3.7
1,20250728,7,1600,6,코스모스,김태완,조순호,55.7,504.0,8,거,95.4,8.3,35.6,8-1-4,양호,흐림,2,0.0,3.0
1,20250728,7,1600,7,파이널킹,조성곤,정해성,54.6,444.0,3,암,95.0,13.6,46.1,3-7-3,양호,흐림,1,8.5,2.3
1,20250728,7,1600,8,비상마,조성곤,김동수,58.4,463.0,4,수,97.0,8.0,35.8,4-6-5,양호,흐림,6,0.0,0.0
1,20250728,7,1600,9,퍼펙트,박태종,오창근,56.4,496.0,4,수,95.4,12.2,41.8,8-2-8,양호,흐림,5,0.0,0.0
1,20250728,8,1700,1,자이언트,최보경,김동수,52.8,455.0,4,거,100.2,9.1,45.1,2-12-3,다습,맑음,1,17.9,5.0
1,20250728,8,1700,2,사파이어,문세영,이재형,53.2,491.0,6,거,101.4,10.6,37.3,1-10-6,다습,맑음,5,0.0,0.0
1,20250728,8,1700,3,갤럭시,박찬호,박재형,56.7,447.0,8,수,101.1,14.9,41.3,4-4-11,다습,맑음,4,0.0,0.0
1,20250728,8,1700,4,크리스탈,이찬호,오창근,54.7,498.0,3,거,102.7,9.9,40.7,2-6-7,다습,맑음,11,0.0,0.0
1,20250728,8,1700,5,비상마,김민기,김동수,55.9,475.0,7,암,101.9,8.8,42.0,9-3-10,다습,맑음,10,0.0,0.0
1,20250728,8,1700,6,에메랴르드,문세영,김동수,53.2,504.0,7,거,101.3,9.4,38.0,2-11-11,다습,맑음,2,0.0,7.8
1,20250728,8,1700,7,블루문,유현명,박재형,53.1,487.0,7,수,102.0,10.2,37.9,5-1-2,다습,맑음,7,0.0,0.0
1,20250728,8,1700,8,결승타,이찬호,박배진,58.7,495.0,6,거,101.2,14.8,44.9,2-5-3,다습,맑음,3,0.0,2.4
1,20250728,8,1700,9,태풍호,박찬호,김동수,53.1,512.0,4,암,102.4,14.4,36.9,5-1-3,다습,맑음,9,0.0,0.0
1,20250728,8,1700,10,윈드러너,문세영,최두환,58.3,492.0,8,거,102.1,10.6,45.1,9-9-7,다습,맑음,6,0.0,0.0
1,20250728,8,1700,11,로얄킹,박찬호,김동수,56.4,484.0,8,거,102.1,12.1,43.8,2-4-11,다습,맑음,12,0.0,0.0
1,20250728,8,1700,12,광풍,박찬호,정해성,58.2,466.0,7,암,102.4,14.9,50.0,5-12-11,다습,맑음,8,0.0,0.0
1,20250728,9,1200,1,청룡,김태완,오창근,57.8,483.0,4,수,70.1,9.7,27.5,5-1-3,양호,맑음,2,0.0,6.1
1,20250728,9,1200,2,탑클래스,김용근,박재형,54.8,515.0,6,수,70.6,10.6,33.2,1-3-6,양호,맑음,4,0.0,0.0
1,20250728,9,1200,3,자이언트,이찬호,박재형,53.1,483.0,6,암,69.1,9.9,33.8,7-1-5,양호,맑음,1,29.9,2.8
1,20250728,9,1200,4,태풍호,박태종,이재형,56.3,499.0,8,거,71.5,11.4,36.4,8-7-7,양호,맑음,6,0.0,0.0
1,20250728,9,1200,5,썬더볼트,송재광,정해성,54.1,518.0,8,암,68.7,10.3,34.4,3-2-1,양호,맑음,3,0.0,6.3
1,20250728,9,1200,6,드래곤킹,이승헌,김동수,53.2,463.0,8,수,71.3,6.0,27.9,1-6-2,양호,맑음,5,0.0,0.0
1,20250728,9,1200,7,챔피언쉽,문세영,최두환,57.0,479.0,4,수,72.5,7.2,30.6,6-5-3,양호,맑음,7,0.0,0.0
1,20250728,9,1200,8,크리스탈,박찬호,김동수,54.0,445.0,8,거,72.5,9.8,36.3,4-3-8,양호,맑음,8,0.0,0.0
3,20250728,10,1400,1,에이스,송재광,오창근,56.5,518.0,8,거,83.9,8.2,41.0,7-9-1,양호,맑음,9,0.0,0.0
3,20250728,10,1400,2,행운마,이승헌,정길상,53.9,492.0,4,거,84.1,9.1,41.1,4-2-9,양호,맑음,8,0.0,0.0
3,20250728,10,1400,3,갤럭시,최보경,최두환,54.6,459.0,3,거,82.3,10.7,38.6,3-2-4,양호,맑음,5,0.0,0.0
3,20250728,10,1400,4,청룡,김태완,조순호,54.2,477.0,3,거,82.2,8.6,40.0,1-8-8,양호,맑음,1,10.3,1.5
3,20250728,10,1400,5,에메랴르드,김태완,정길상,57.1,484.0,5,거,82.3,9.8,37.6,7-4-6,양호,맑음,3,0.0,7.0
3,20250728,10,1400,6,뉴레전드,이승헌,오창근,55.5,496.0,6,거,82.8,7.6,30.2,1-6-6,양호,맑음,7,0.0,0.0
3,20250728,10,1400,7,돌풍,유현명,최두환,57.5,461.0,5,수,83.1,11.1,34.3,3-6-6,양호,맑음,6,0.0,0.0
3,20250728,10,1400,8,결승타,김태완,김영관,53.4,508.0,4,거,81.9,10.6,38.4,2-6-5,양호,맑음,2,0.0,2.7
3,20250728,10,1400,9,탑클래스,유현명,최두환,54.9,493.0,5,수,82.5,8.0,38.8,1-7-8,양호,맑음,4,0.0,0.0
2,20250729,1,1400,1,파워블레이드,조성곤,이재형,54.9,496.0,7,수,82.6,10.9,36.0,12-4-11,양호,맑음,3,0.0,3.4
2,20250729,1,1400,2,매직타임,김용근,조순호,56.4,484.0,4,거,83.0,9.4,36.1,10-11-12,양호,맑음,10,0.0,0.0
2,20250729,1,1400,3,사파이어,최보경,조순호,54.5,509.0,8,거,83.3,9.0,38.3,6-3-2,양호,맑음,6,0.0,0.0
2,20250729,1,1400,4,골든파워,유현명,이재형,55.1,465.0,7,암,82.5,9.3,39.6,4-2-2,양호,맑음,5,0.0,0.0
2,20250729,1,1400,5,레드썬더,조성곤,최두환,57.9,456.0,3,거,83.7,12.2,42.5,7-3-4,양호,맑음,12,0.0,0.0
2,20250729,1,1400,6,윈드러너,문세영,오창근,57.1,467.0,7,수,83.7,11.7,37.2,1-4-9,양호,맑음,9,0.0,0.0
2,20250729,1,1400,7,신바람,유현명,박배진,57.6,459.0,6,거,80.6,8.8,42.0,2-11-1,양호,맑음,1,4.6,1.6
2,20250729,1,1400,8,블루문,송재광,정길상,52.9,480.0,5,거,83.2,7.3,33.0,2-8-1,양호,맑음,11,0.0,0.0
2,20250729,1,1400,9,플라잉킹,김용근,박배진,53.8,474.0,6,암,82.9,10.6,35.7,11-11-4,양호,맑음,8,0.0,0.0
2,20250729,1,1400,10,스타라이트,김용근,김영관,54.0,489.0,6,수,82.2,11.8,39.9,11-3-1,양호,맑음,4,0.0,0.0
2,20250729,1,1400,11,빛나는별,조성곤,조순호,56.5,493.0,5,암,82.2,8.4,32.3,3-2-1,양호,맑음,2,0.0,3.4
2,20250729,1,1400,12,갤럭시,박찬호,김동수,52.5,444.0,3,수,83.2,8.8,34.4,1-11-5,양호,맑음,7,0.0,0.0
3,20250729,2,2000,1,하늘바람,김용근,김영관,55.4,504.0,3,거,118.9,15.9,56.2,9-10-9,양호,맑음,9,0.0,0.0
3,20250729,2,2000,2,에메랴르드,이승헌,박배진,58.3,506.0,6,암,119.2,12.9,56.1,2-4-9,양호,맑음,3,0.0,7.1
3,20250729,2,2000,3,스타라이트,이승헌,정해성,56.6,450.0,4,거,120.4,14.6,44.8,4-10-8,양호,맑음,1,13.3,2.9
3,20250729,2,2000,4,플라잉킹,한동훈,이재형,52.3,481.0,4,거,119.5,10.1,49.0,5-6-6,양호,맑음,6,0.0,0.0
3,20250729,2,2000,5,사파이어,김민기,박배진,54.9,481.0,3,거,120.0,14.8,56.2,4-5-2,양호,맑음,8,0.0,0.0
3,20250729,2,2000,6,드래곤킹,정성원,박배진,58.3,442.0,7,거,119.7,14.5,56.8,11-1-4,양호,맑음,7,0.0,0.0
3,20250729,2,2000,7,다이아몬드,한동훈,김영관,54.4,479.0,5,거,118.7,14.1,53.0,2-9-11,양호,맑음,10,0.0,0.0
3,20250729,2,2000,8,에이스,김태완,조순호,56.6,498.0,3,암,120.6,12.6,48.0,10-4-4,양호,맑음,12,0.0,0.0
3,20250729,2,2000,9,최강마,최보경,이재형,55.1,494.0,5,수,120.5,11.4,60.1,9-6-7,양호,맑음,11,0.0,0.0
3,20250729,2,2000,10,파이널킹,송재광,정해성,52.1,518.0,8,암,119.4,14.1,54.0,4-8-9,양호,맑음,4,0.0,0.0
3,20250729,2,2000,11,영웅호,한동훈,박재형,53.3,495.0,5,거,119.6,13.1,53.6,6-4-11,양호,맑음,2,0.0,7.8
3,20250729,2,2000,12,독수리,김태완,박재형,54.0,501.0,3,거,119.4,13.2,60.5,12-10-11,양호,맑음,5,0.0,0.0
3,20250729,3,1300,1,청룡,송재광,박재형,52.2,500.0,5,수,76.2,9.7,38.4,3-5-7,포슬,비,1,4.3,4.2
3,20250729,3,1300,2,에메랴르드,유현명,정해성,54.6,479.0,8,수,76.2,6.6,39.2,1-5-9,포슬,비,5,0.0,0.0
3,20250729,3,1300,3,스피드킹,박찬호,오창근,55.4,482.0,5,암,75.6,11.3,30.1,3-5-5,포슬,비,3,0.0,3.6
3,20250729,3,1300,4,루비스타,장석현,정해성,52.4,461.0,7,수,76.4,8.3,28.7,2-9-8,포슬,비,2,0.0,2.2
3,20250729,3,1300,5,독수리,이승헌,정길상,53.6,453.0,6,거,77.6,10.5,35.9,5-4-1,포슬,비,6,0.0,0.0
3,20250729,3,1300,6,드래곤킹,이승헌,조순호,52.9,507.0,8,거,76.7,8.3,34.1,8-5-1,포슬,비,7,0.0,0.0
3,20250729,3,1300,7,플라잉킹,박태종,조순호,56.5,445.0,4,암,77.9,8.9,29.2,8-9-3,포슬,비,9,0.0,0.0
3,20250729,3,1300,8,갤럭시,조성곤,오창근,57.9,453.0,6,수,77.4,6.0,37.4,2-4-1,포슬,비,8,0.0,0.0
3,20250729,3,1300,9,파워블레이드,유현명,박배진,55.0,518.0,4,암,77.3,7.4,27.4,6-7-6,포슬,비,4,0.0,0.0
1,20250729,4,2000,1,에메랴르드,문세영,김동수,53.5,451.0,3,수,119.8,17.1,54.4,2-2-6,양호,맑음,2,0.0,5.5
1,20250729,4,2000,2,독수리,조성곤,김영관,56.5,449.0,3,수,118.7,15.1,43.2,8-2-4,양호,맑음,6,0.0,0.0
1,20250729,4,2000,3,골드러시,김민기,오창근,56.5,456.0,3,수,118.8,12.7,44.3,5-5-3,양호,맑음,3,0.0,4.2
1,20250729,4,2000,4,탑클래스,한동훈,오창근,57.5,475.0,4,수,119.9,16.2,48.9,9-5-3,양호,맑음,4,0.0,0.0
1,20250729,4,2000,5,스타라이트,김태완,오창근,52.8,507.0,3,거,118.5,17.5,49.1,5-5-3,양호,맑음,1,18.2,4.5
1,20250729,4,2000,6,파이널킹,박찬호,김영관,55.7,508.0,5,암,119.4,11.8,50.9,9-3-7,양호,맑음,5,0.0,0.0
1,20250729,4,2000,7,프라이드,정성원,이재형,57.0,490.0,3,거,119.7,14.2,47.8,5-1-3,양호,맑음,8,0.0,0.0
1,20250729,4,2000,8,하늘바람,박태종,조순호,52.9,468.0,5,거,120.1,14.8,58.0,1-4-6,양호,맑음,7,0.0,0.0
1,20250729,4,2000,9,실버윙,송재광,이재형,55.6,442.0,3,수,120.2,17.4,51.6,8-9-2,양호,맑음,9,0.0,0.0
1,20250729,5,1700,1,드래곤킹,조성곤,박재형,57.5,462.0,6,수,101.9,10.5,46.2,5-7-5,양호,비,8,0.0,0.0
1,20250729,5,1700,2,파이널킹,박태종,정길상,52.3,441.0,7,수,100.7,12.3,44.6,7-5-9,양호,비,3,0.0,4.6
1,20250729,5,1700,3,퍼펙트,박찬호,이재형,58.7,494.0,5,암,102.3,13.8,47.8,8-10-4,양호,비,9,0.0,0.0
1,20250729,5,1700,4,골드러시,박태종,박배진,54.5,492.0,5,거,101.1,12.9,41.7,2-3-2,양호,비,2,0.0,4.2
1,20250729,5,1700,5,다이아몬드,문세영,박재형,52.2,453.0,5,거,101.4,10.7,50.7,4-10-7,양호,비,7,0.0,0.0
1,20250729,5,1700,6,로얄킹,문세영,김영관,57.3,445.0,7,수,102.7,14.4,48.9,5-8-1,양호,비,10,0.0,0.0
1,20250729,5,1700,7,하늘바람,이승헌,최두환,53.0,516.0,5,수,102.2,13.4,49.9,8-5-4,양호,비,6,0.0,0.0
1,20250729,5,1700,8,신바람,유현명,오창근,57.4,457.0,5,거,99.8,8.4,48.5,10-5-4,양호,비,1,21.8,2.5
1,20250729,5,1700,9,갤럭시,한동훈,최두환,55.6,482.0,5,거,100.9,15.1,43.2,6-3-4,양호,비,4,0.0,0.0
1,20250729,5,1700,10,플라잉킹,박찬호,김영관,57.5,480.0,5,암,101.9,12.7,47.5,5-10-6,양호,비,5,0.0,0.0
1,20250730,6,1300,1,신바람,정성원,조순호,52.9,452.0,8,수,75.4,7.7,27.5,4-7-3,양호,맑음,1,29.2,4.7
1,20250730,6,1300,2,다이아몬드,이승헌,오창근,52.7,473.0,5,암,77.1,10.6,36.4,1-5-7,양호,맑음,7,0.0,0.0
1,20250730,6,1300,3,실버윙,김태완,김동수,52.7,453.0,6,수,77.5,7.4,28.6,1-6-1,양호,맑음,4,0.0,0.0
1,20250730,6,1300,4,플라잉킹,김용근,이재형,55.7,488.0,3,거,78.1,9.3,35.6,6-6-3,양호,맑음,6,0.0,0.0
1,20250730,6,1300,5,갤럭시,박태종,박배진,58.8,516.0,6,암,77.4,10.6,38.2,8-5-3,양호,맑음,5,0.0,0.0
1,20250730,6,1300,6,스타라이트,이찬호,최두환,53.5,496.0,4,거,76.7,11.4,29.6,8-4-3,양호,맑음,3,0.0,7.1
1,20250730,6,1300,7,광풍,김민기,정해성,55.6,457.0,6,수,77.3,10.0,34.8,6-2-1,양호,맑음,8,0.0,0.0
1,20250730,6,1300,8,청룡,문세영,이재형,54.7,479.0,4,거,76.2,7.1,30.0,5-7-7,양호,맑음,2,0.0,3.5
1,20250730,7,1700,1,골든파워,유현명,박배진,55.2,442.0,7,거,102.3,16.2,36.6,4-4-8,다습,맑음,5,0.0,0.0
1,20250730,7,1700,2,파이널킹,이승헌,조순호,52.7,450.0,6,암,101.4,14.9,50.0,2-5-6,다습,맑음,4,0.0,0.0
1,20250730,7,1700,3,퍼펙트,문세영,이재형,56.8,476.0,5,거,101.9,12.3,48.9,1-3-7,다습,맑음,6,0.0,0.0
1,20250730,7,1700,4,파워블레이드,정성원,정길상,52.0,445.0,4,거,100.0,9.8,44.5,8-2-3,다습,맑음,1,28.1,1.3
1,20250730,7,1700,5,행운마,박태종,김영관,55.7,508.0,5,거,102.5,10.7,40.5,6-7-1,다습,맑음,8,0.0,0.0
1,20250730,7,1700,6,결승타,김용근,조순호,53.5,505.0,7,거,101.0,14.7,50.1,8-6-2,다습,맑음,3,0.0,4.9
1,20250730,7,1700,7,다이아몬드,이승헌,김동수,55.1,490.0,4,거,101.9,9.6,36.2,1-7-1,다습,맑음,7,0.0,0.0
1,20250730,7,1700,8,탑클래스,송재광,최두환,54.0,445.0,5,거,100.5,8.3,50.8,5-2-4,다습,맑음,2,0.0,4.6
2,20250730,8,1700,1,매직타임,김태완,정길상,54.1,506.0,6,암,100.9,9.8,39.6,10-5-7,양호,비,5,0.0,0.0
2,20250730,8,1700,2,플라잉킹,김용근,정해성,53.2,474.0,5,암,100.5,8.7,50.8,3-1-5,양호,비,6,0.0,0.0
2,20250730,8,1700,3,무적호,박태종,조순호,56.6,462.0,8,거,101.4,11.1,36.0,5-7-3,양호,비,2,0.0,4.1
2,20250730,8,1700,4,크리스탈,유현명,정해성,58.1,461.0,4,수,102.2,15.0,45.7,10-5-2,양호,비,10,0.0,0.0
2,20250730,8,1700,5,파워블레이드,박찬호,오창근,55.1,517.0,6,거,102.4,11.7,46.3,7-10-9,양호,비,3,0.0,5.9
2,20250730,8,1700,6,명마왕,김민기,김동수,55.7,476.0,7,수,103.0,8.6,47.9,7-7-8,양호,비,9,0.0,0.0
2,20250730,8,1700,7,사파이어,한동훈,이재형,58.8,463.0,3,거,101.7,12.5,45.4,10-8-9,양호,비,7,0.0,0.0
2,20250730,8,1700,8,결승타,최보경,김동수,53.5,478.0,3,수,100.7,15.1,40.4,2-7-5,양호,비,4,0.0,0.0
2,20250730,8,1700,9,청룡,김태완,최두환,55.7,452.0,5,암,99.7,15.7,51.7,9-1-5,양호,비,1,23.9,1.8
2,20250730,8,1700,10,브레이브,이승헌,정길상,54.0,479.0,7,거,101.9,9.5,40.5,8-6-7,양호,비,8,0.0,0.0
